NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;DESC. TIPO SIST.;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;
BAR-05-02-01/14;0127019;VIENA CASINO REUS;2;CAMPANA FREIDORA              ;28-MAY-04;22-JUL-22;SF/P 450       ;;  6;  2;  4;                    ;         ;                    ;
BAR-05-02-01/15;0127018;VIENA GRAN VIA - SABADELL;1;CAMPANA PARED 3,8 MTS         ;27-JUL-04; 4-JUL-22;SF/P 450       ;; 10;  4;  8;                    ;         ;                    ;
BAR-05-02-01/16;0127020;VIENA CA N'ORIAC - SABADELL;1;CAMPANA PARED ESPECIAL 5 MTS; 3-OCT-05;27-OCT-16;SF/P 450       ;SF/P 260; 20;  5; 12;                    ;         ;               ;
BAR-05-02-01/17;0127022;VIENA XALET MOLLET;1;CAMPANA PARED                 ;26-ENE-06; 2-JUL-22;SF/P 450       ;; 14;  5; 14;                    ;         ;05005               ;
BAR-05-02-01/17;0127022;VIENA XALET MOLLET;2;CAMPANA FREIDORA              ;26-ENE-06; 2-JUL-22;SF/P 260       ;;  6;  3;  4;                    ;         ;                    ;
BAR-05-02-01/18;0127024;VIENA PARC CENTRAL TARRAGONA;1;CAMPANA PARED                 ; 4-MAY-06;25-JUN-22;SF/P 450       ;TANDEM; 14;  5; 14;                    ;         ;                    ;
BAR-05-02-01/19;0127025;VIENA OLOT;1;CAMPANA CENTRAL 5 MTS         ;26-SEP-06;14-JUL-22;SF/P 450       ;; 14;  5; 14;                    ;         ;                    ;
BAR-05-02-01/19;0127025;VIENA OLOT;2;CAMPANA PARED 2,20 MTS        ;26-SEP-06;14-JUL-22;SF/P 450       ;; 12;  3;  7;                    ;         ;                    ;
BAR-05-02-01/20;0127026;VIENA CASTELLAR DEL VALLES;1;CAMPANA PARED 5 m; 1-FEB-07;19-AGO-22;SF/P 450       ;; 14;  5; 14;                    ;         ;                    ;
BAR-05-02-01/20;0127026;VIENA CASTELLAR DEL VALLES;2;CAMPANA PARED; 1-FEB-07;19-AGO-22;SF/A 300       ;; 10;  3;  9;LT-30; 1-JUL-05;S004026;
BAR-05-02-01/21;0127027;VIENA SANT CUGAT DEL VALLES;1;CAMPANA PARED 5 m;30-MAR-07; 2-OCT-18;SF/P 450       ;; 14;  5; 14;;         ;;
BAR-05-02-01/21;0127027;VIENA SANT CUGAT DEL VALLES;2;CAMPANA FREIDORAS;30-MAR-07; 2-OCT-18;SF/A 300       ;; 11;  3;  6;; 1-ENE-07;;
BAR-05-02-01/22;0127028;VIENA MONTCADA I REIXAC;1;CAMPANA CENTRAL 5,80 m;10-MAY-07;16-JUN-22;SF/P 450       ;; 24;  5; 24;;         ;;
BAR-05-02-01/23;0127029;VIENA XALET SALT;1;CAMPANA PARED 5 m; 2-JUL-07;15-JUN-22;SF/P 450       ;; 14;  4; 14;;         ;;
BAR-05-02-01/23;0127029;VIENA XALET SALT;2;CAMPANA PARED 2,3 m; 2-JUL-07;15-JUN-22;SF/A 300       ;;  7;  3;  4;;         ;004566;
BAR-05-02-01/24;0127004;VIENA PELAYO;1;CAMPANA PARED 5 m;28-SEP-07;21-JUN-22;SF/P 450       ;; 14;  5;  9;;         ;;
BAR-05-02-01/25;0127030;VIENA BLANES;1;CAMPANA CENTRAL 7 m; 2-ENE-08;28-MAR-22;SF/P 450       ;TANDEM; 28;  6; 25;;         ;;
BAR-05-02-01/26;0127031;VIENA MONTMELO;1;CAMPANA CENTRAL 7 m;21-FEB-08;27-AGO-22;SF/P 450       ;; 25;  6; 22;;         ;;
BAR-05-02-01/27;0127033;VIENA TORTOSA;1;CAMPANA CENTRAL;31-JUL-08;23-AGO-22;SF/P 260       ;SF/P 600; 18;  4; 16;;         ;;
BAR-05-02-01/28;0127034;VIENA VIC;1;CAMPANA CENTRAL;16-JUN-09; 9-JUN-22;SF/P 450       ;TANDEM; 22;  5; 20;;         ;;
BAR-05-02-01/29;0127035;VIENA LA MAQUINISTA;1;CAMPANA CENTRAL;14-SEP-09;21-SEP-20;SF/P 450       ;TANDEM; 28;  4; 26;;         ;;
BAR-05-02-01/30;0127036;VIENA L'ANEC BLAU;1;CAMPANA CENTRAL;20-NOV-09;10-ENE-20;SF/P 450       ;TANDEM; 27;  4; 25;;         ;;
BAR-05-02-01/31;0127037;VIENA REUS TECNOPARC  "RIERA DE MOLINET";1;CAMPANA;30-MAR-10;22-JUN-22;SF/P 450       ;TANDEM; 25;  4; 23;;         ;;
BAR-05-02-01/32;0127038;VIENA SPLAU;1;CAMPANA CENTRAL; 6-ABR-10;11-JUL-22;SF/P 450       ;TANDEM; 24;  4; 22;;         ;;
BAR-05-02-01/33;0127039;VIENA DIAGONAL MAR;1;CAMPANA CENTRAL; 6-MAY-10;20-AGO-22;SF/P 450       ;TANDEM; 22;  4; 20;;         ;;
BAR-05-02-01/34;0127040;VIENA XALET SANT CUGAT;1;CAMPANA CENTRAL 7 m;30-MAY-11; 1-AGO-22;SF/P 450       ;TANDEM 450; 28;  5; 26;;         ;;
BAR-05-02-01/35;0127041;VIENA C.C. PLAZA - ZARAGOZA (cerrado);1;CAMPANA CENTRAL 6,50 m;14-NOV-11;28-ABR-15;SF/P 600       ;TANDEM 260; 27;  5; 25;;         ;;
BAR-05-02-01/36;0127042;VIENA VIA SABADELL;1;CAMPANA CENTRAL 6,40 m;23-JUL-12;27-AGO-22;SF/P 450       ;TANDEN 450; 28;  6; 26;;         ;;
BAR-05-02-01/37;0127043;VIENA GLORIAS;1;CAMPANA PARED 5 m; 8-OCT-12;30-AGO-22;SF/P 400       ;; 11;  5;  9;;         ;;
BAR-05-02-01/38;0127044;VIENA PEDRALBES;1;CAMPANA CENTRAL 6.40 MTS;15-NOV-12;29-JUL-22;SF/P 600       ;;  0;  5;  0;;         ;;
BAR-05-02-01/39;0127045;VIENA MATARO PARC;1;CAMPANA CENTRAL 6 MTS.;18-MAR-13;18-JUN-22;SF/P 600       ;;  0;  5;  0;;         ;;
BAR-05-02-01/40;0127046;VIENA GRAN VIA 2;1;CAMPANA PARED 6 METROS; 7-NOV-13; 2-AGO-22;SF/P 600       ;; 18;  5; 15;;         ;;
BAR-05-02-01/41;0127047;VIENA SANT BOI;1;CAMPANA PARED 6,4;30-ENE-14;17-AGO-22;SF/P 600       ;; 19;  5; 16;;         ;;
BAR-05-02-01/42;0127008;VIENA PIZZERIA SABADELL SANT QUIRZE;1;CAMPANA PARED;21-MAY-14; 1-MAR-21;SF/P 400       ;;  0;  3;  0;;         ;;
BAR-05-02-01/44;0127048;VIENA RONDA SANT PERE, 11;1;CAMPANA PARED; 9-SEP-14;30-AGO-22;SF/P 600       ;; 16;  5; 13;;         ;;
BAR-05-02-01/46;0127050;VIENA LLEIDA;1;CAMPANA CENTRAL 5MTS; 7-AGO-15;17-AGO-22;SF/P 600       ;; 18;  5; 15;;         ;;
BAR-05-02-01/57;0127021;VIENA GRANOLLERS;;CAMPANA PARED; 9-ENE-18;11-ABR-21;SF/A 300       ;; 10;  4;  8;LT-30;         ;;
BAR-15-02-01/48;0127052;VIENA CABRERA;1;CAMPANA PARED 5 M;26-SEP-15; 2-JUL-22;SF/P 600       ;; 14;  5; 12;;         ;;
BAR-15-02-01/49;0127051;VIENA - OFICINES TERRASSA;1;CAMPANA PARED;31-AGO-15;27-AGO-22;SF/P 450       ;; 13;  0; 13;;         ;;
BAR-16-07-01/50;0127053;VIENA VILANOVA I LA GELTRU;1;CAMPANA PARED 5M;23-MAY-16;22-JUL-22;SF/P 600       ;; 14;  5; 12;;         ;;
BAR-16-07-01/51;0127054;VIENA XALET VILAFRANCA DEL PENEDES;1;CAMPANA PARED 5M;23-MAY-16;22-JUL-22;SF/P 600       ;; 16;  5; 13;;         ;;
BAR-16-11-01/52;0127055;VIENA ABRERA;1;CAMPANA PARED 5M;11-NOV-16;17-AGO-22;SF/P 600       ;; 14;  5; 12;;         ;;
BAR-16-11-01/54;0127056;VIENA - C/ Valencia, 245;1;CAMPANA PARED 3,6 Y PARED 1 M.;28-FEB-17; 4-JUN-22;SF/P 450       ;; 10;  5;  8;;         ;;
BAR-17-05-1/56;0127058;VIENA - C/ Advocat Cirera, 1;1;CAMPANA PARED;31-JUL-17;26-JUL-22;SF/P 400       ;; 12;  5;  9;;         ;;
BG/SF-17-03-001;4612;COLEGIO JUAN DE VALDES;1;CAMPANA COCINA;         ;10-SEP-17;SF/P 450       ;;  0;  0;  0;;         ;;
BG/SF-17-03-009;3593;FRESC CO MANOTERAS;1;CAMPANA CENTRAL;18-DIC-08;22-MAY-22;SF/A 300       ;; 12;  3;  9;DOBLE TANK; 1-SEP-07;005872;
BG/SF-17-03-010;3593001;CAFE & TE FUENCARRAL;1;CAMPANA PARED 2,40 MTS;22-DIC-08;22-MAY-22;SF/A 300       ;; 11;  3;  6;LT-30; 1-ABR-08;006011;
BG/SF-17-04-006;2223008;BLUESUN;1;COCINA 1;         ;26-JUN-18;SF/A 300       ;;  0;  0;  0;;         ;;
BG/SF-17-04-006;2223008;BLUESUN;2;COCINA 2;         ;26-JUN-18;SF/A 300       ;;  0;  0;  0;;         ;;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;1;COCINA DON GIOVANNI;17-JUL-17;28-FEB-22;SF/A 300       ;; 15;  2; 10;DOBLE TANK; 1-FEB-05;S-127204;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;2;COCINA HORNOS DON GIOVANNI;17-JUL-17;28-FEB-22;SF/A 300       ;;  4;  1;  3;LT-30; 1-FEB-06;S-127208;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;3;COCINA CENTRAL CAMPANA PARED;17-JUL-17;28-FEB-22;SF/A 300       ;TANDEM;  0;  0;  0;;         ;;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;4;COCINA CENTRAL CAMPANA HORNOS;17-JUL-17;28-FEB-22;SF/A 300       ;;  0;  0;  0;;         ;;
BG/SF-17-06-007;4654;ESCOLA SANT CRISTOFOL;1;CAMPANA CENTRAL; 1-AGO-07;26-JUN-18;SF/A 300       ;TANDEM;  0;  4;  0;DOBLE TANK;         ;;
BG/SF-17-09-003;4577001;HOTEL AC MARRIOT OVIEDO FORUM;1;CAMPANA;         ; 3-AGO-22;SF/A 300       ;TANDEM;  0;  0;  0;;         ;;
BG/SF-17-09-003;4577001;HOTEL AC MARRIOT OVIEDO FORUM;2;CAMPANA;         ; 3-AGO-22;SF/A 300       ;;  0;  0;  0;;         ;;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;1;CAMPANA HORNOS Y MARMITAS;24-JUL-03;14-NOV-18;SF/A 300       ;; 10;  8; 10;LT-30;         ;                    ;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;2;CAMPANA SARTEN BASCULANTE;24-JUL-03;14-NOV-18;SF/A 300       ;TANDEM; 18;  5; 11;DOBLE TANK; 1-SEP-07;                    ;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;3;CAMPANA FREIDORAS;24-JUL-03;14-NOV-18;SF/A 300       ;; 18;  4; 11;DOBLE TANK; 1-MAR-08;                    ;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;4;CAMPANA;24-JUL-03;14-NOV-18;SF/A 300       ;TANDEM;  0;  0;  0;;         ;;
BG/SF-17-09-015;0156001;COLEGIO SAINT EXUPERY;1;CAMPANA PARED;         ;13-NOV-18;SF/A 300       ;;  9;  3;  6;;         ;;
BG/SF-18-02-003;4577002;GERIATRICO RIA•O;1;CAMPANA;         ;28-FEB-19;ANSUL          ;R-102;  0;  0;  0;;         ;;
BKQ/MTO-380;0023393;B.K.26866 - ALCAMPO MARRATXI ;1;CAMPANA BROILER Y FREIDORA ;24-ABR-19;20-NOV-22;ANSUL          ;R-102 TANDEM; 18;  6; 10;DOBLE TANK; 1-ENE-19;S-0411334;
CAJA 15;2337;REST. COVA SANTA;1;CAMPANA BARBACOA              ;11-JUL-05;         ;SF/P 450       ;; 14;  0;  0;                    ;         ;                    ;
CAJA 15;2337;REST. COVA SANTA;2;CAMPANA PARED                 ;11-JUL-05;         ;SF/A 300       ;;  9;  0;  0;                    ;         ;                    ;
CAJA 15;2577;CENTRO PINAR 1;1;CAMPANA                       ; 8-MAR-06;         ;SF/A 300       ;; 18;  0;  0;                    ;         ;                    ;
CAJA 25;0023017;B.K.13138 - JAVEA ALICANTE;1;CAMPANA FREIDORAS (3)         ;29-ENE-00; 1-MAR-08;ANSUL          ;R-102;  9;  3;  5;                    ;         ;42019               ;
CAJA 25;0023017;B.K.13138 - JAVEA ALICANTE;2;CAMPANA BROILER               ;29-ENE-00; 1-MAR-08;ANSUL          ;R-102;  5;  1;  4;                    ;         ;42052               ;
COF-GLOBAL-1;3038050;COCINA CENTRAL (TERRACOTTA LOCAL 2327);1;CAMPANA COCINA CENTRAL;         ;18-MAR-19;ANSUL          ;R-102; 21;  4; 15;doble tank; 1-NOV-06;s-036391;
COF-GLOBAL-3;3038040;CAFFE DI FIORE Nß 2305  AEROP. BCN ;1;CAMPANA;         ;28-ENE-16;ANSUL          ;R-102;  6;  1;  4;LT-30; 1-FEB-00;S-017840;
CTO.GLOBAL/A;2383001;ALMACENES CATERING ARACELI;1;CAMPANA DE PARED 3,4 MTS      ;         ; 1-ENE-09;ANSUL          ;R-102; 16;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/E;2383004;REST. SILK;1;CAMPANA;         ; 1-JUL-08;ANSUL          ;TANDEM; 19;  4; 12;                    ;         ;                    ;
CTO.GLOBAL/F;2383005;COLEGIO SEK  - EL CASTILLO - VILLAFRANCA;1;CAMPANA CENTRAL;         ;         ;SF/A 300       ;;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/F;2383005;COLEGIO SEK  - EL CASTILLO - VILLAFRANCA;2;CAMPANA PARED;         ;         ;SF/A 300       ;;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/G;2383007;UNIVERSIDAD CAMILO JOSE CELA;1;CAMPANA CENTRAL;         ;         ;ANSUL          ;R-102;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/H;2383006;COLEGIO SEK - CIUDALCAMPO;1;CAMPANA CENTRAL;         ; 1-OCT-08;ANSUL          ;R-102;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/H;2383006;COLEGIO SEK - CIUDALCAMPO;2;CAMPANA FREIDORA;         ; 1-OCT-08;ANSUL          ;R-102;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/H;2383006;COLEGIO SEK - CIUDALCAMPO;3;CAMPANA HORNOS;         ; 1-OCT-08;ANSUL          ;R-102;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/I;2383003;CATERGEST;1;CAMPANA CENTRAL               ;         ; 1-JUN-08;ANSUL          ;R-102;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/I;2383003;CATERGEST;2;CAMPANA MURAL MARMITAS        ;         ; 1-JUN-07;ANSUL          ;R-102;  0;  0;  0;                    ;         ;                    ;
CTO.GLOBAL/I;2383003;CATERGEST;3;CAMPANA MURAL HORNOS          ;         ; 1-JUN-07;ANSUL          ;R-102;  0;  0;  0;                    ;         ;                    ;
EF/SF-11-02-003;0023063;B.K.18526 - SAN JUAN * ALICANTE;1;CAMP. FREIDORAS + CAMP.BROILER; 6-JUN-12;         ;SF/A 300       ;TANDEM;  0;  0;  0;;         ;;
EF/SF-11-11-02A;1076004;CONSEJO SUP. INVESTIGACIONES CIENTIFICAS;1;CAMPANA CENTRAL 2 m;         ; 1-NOV-11;ANSUL          ;R-102; 11;  2;  7;LT-30; 1-ENE-04;;
EF/SF-11-11-02A;1076004;CONSEJO SUP. INVESTIGACIONES CIENTIFICAS;2;CAMPANA CENTRAL 3 m;         ; 1-NOV-11;ANSUL          ;R-102 TANDEM; 14;  3; 11;DOBLE TANK; 1-ABR-04;;
EF/SF-11-11-02B;1076005;ESCUELA INFANTIL;1;CAMPANA PARED 3,10 m;         ; 1-NOV-11;ANSUL          ;;  8;  3;  6;LT-30; 1-SEP-07;;
EF/SF-11-11-02C;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;1;CAMPANA PARED HORNOS;         ; 1-NOV-11;ANSUL          ;R-102;  5;  2;  4;LT-30; 1-JUL-07;;
EF/SF-11-11-02C;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;2;CAMPANA CENTRAL 2,5 m;         ; 1-NOV-11;ANSUL          ;R-102 TANDEM; 20;  3; 12;DOBLE TANK; 1-ABR-04;;
EF/SF-12-03-001;1184007;JAL;1;COCINA;         ; 7-AGO-13;SF/P 450       ;SIEX;  0;  4;  0;;         ;;
EF/SF-12-03-001;1184005;COLEGIO MAYOR JORGE JUAN;1;CAMPANA CENTRAL 3,25 m ;18-JUL-05; 7-AGO-13;SF/P 450       ;;  8;  3;  8;                    ;         ;                    ;
EF/SF-12-03-001;1184005;COLEGIO MAYOR JORGE JUAN;2;CAMPANA MURAL 4,50 m ;18-JUL-05; 7-AGO-13;SF/P 260       ;;  8;  1;  6;                    ;         ;                    ;
EF/SF-12-03-001;1184004;CUARTEL GRAL ARMADA-COCINA OFICIALES;1;CAMPANA OFICIALES ;11-DIC-01; 7-AGO-13;SF/A 300       ;; 32;  8; 20;                    ;         ;                    ;
EF/SF-12-03-001;1184004;CUARTEL GRAL ARMADA-COCINA OFICIALES;2;CAMPANA CENTRAL MARINERIA ;11-DIC-01; 7-AGO-13;SF/P 450       ;; 26;  5; 22;                    ;         ;                    ;
EF/SF-12-03-001;1184004;CUARTEL GRAL ARMADA-COCINA OFICIALES;3;CAMPANA PARED MARINERIA ;11-DIC-01; 7-AGO-13;SF/A 300       ;; 11;  3;  8;                    ;         ;                    ;
EF/SF-12-03-001;1184003;CAMARA DE OFICIALES - COCINA SALON ACTOS;1;CAMPANA CENTRAL 3 m ; 3-ENE-04; 7-AGO-13;ANSUL          ;R-102; 17;  3; 10;                    ;         ;                    ;
EF/SF-12-03-001;1184002;COLEGIO HUERFANOS DE LA ARMADA;1;CAMPANA CENTRAL               ;24-JUN-04; 7-AGO-13;SF/P 450       ;; 12;  3; 12;                    ;30-JUL-03;                    ;
EF/SF-12-03-001;1184002;COLEGIO HUERFANOS DE LA ARMADA;2;CAMPANA CENTRAL FREIDORAS;24-JUN-04; 7-AGO-13;SF/P 450       ;; 10;  3;  6;                    ;30-JUL-03;                    ;
EF/SF-12-03-001;1184015;AGRUMAD;1;CAMPANA CENTRAL FREIDORAS     ; 2-AGO-04; 7-AGO-13;SF/P 450       ;; 25;  5; 17;                    ;         ;                    ;
EF/SF-12-03-001;1184015;AGRUMAD;2;CAMPANA CENTRAL FUEGOS        ; 2-AGO-04; 7-AGO-13;SF/P 450       ;; 35;  5; 29;                    ;         ;                    ;
EF/SF-12-03-001;1184007;JAL;2;CAMPANA HORNOS;24-JUN-04; 7-AGO-13;SF/P 450       ;SIEX;  6;  2;  6;;         ;;
EF/SF-12-09-003;3908;;1;CAMPANA PARED;         ;         ;ANSUL          ;R-102;  0;  2;  0;;         ;;
EF/SV-11-11-003;0023057;B.K.18502 - VALENCIA IX * TRES FORQUES;2;CAMPANA BROILER;16-ENE-12;         ;SF/A 300       ;;  0;  0;  0;;         ;;
FD-SF-0809011;2051001;CAFETERIA CARMEN-HOSPITAL LA PAZ;1;CAMPANA;26-SEP-08;         ;SF/A 300       ;;  0;  0;  0;;         ;;
FD-SF-0810014;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 3 MTS;24-NOV-08;         ;SF/A 300       ;;  0;  0;  0;;         ;;
FD-SF-1005019;3914;AUTOGRILL EN SANTANDER;2;CAMPANA PARED 1.4 + PARED 1.2;31-MAY-10;         ;SF/A 300       ;; 10;  2;  8;LT-30;         ;S-007070;
FD/SF-09-05-005;0963025;COLEGIO MARIA SORIANO;1;CAMPANA CENTRAL; 4-AGO-09;         ;SF/P 450       ;;  0;  0;  0;;         ;;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;1;HOTEL SOLARUCO; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 TANDEM; 18;  4; 15;; 1-ENE-04;;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;2;BUFFET MEDITERRANEO; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102; 10;  2;  7;LT-30; 1-ENE-04;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;3;MEDITERRANEO I; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 TANDEM; 14;  7; 10;; 1-ENE-05;429870;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;4;SUBCOCINA OESTE (PASTELERIAS); 1-ENE-04; 7-OCT-14;ANSUL          ;R-102; 11;  3;  7;;         ;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;5;MEDITERRANEO II; 1-ENE-04; 7-OCT-14;ANSUL          ;; 12;  2;  8;; 1-ENE-03;429870;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;6;BE GLOBAL; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102;  7;  1;  5;LT-30; 1-ENE-04;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;7;BE NATURAL; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102;  7;  1;  4;LT-30; 1-ENE-04;57562;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;8;BE SENSE; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102;  4;  1;  4;LT-30; 1-ENE-04;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;9;CASA GOLF; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 TRIPLE; 23;  4; 19;DOBLE TANK; 1-ENE-04;;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;10;CENTRO NEGOCIOS (SUBCOCINA); 1-ENE-04; 7-OCT-14;ANSUL          ;R-102;  7;  6;  4;LT-30; 1-ENE-09;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;11;CENTRO NEGOCIOS; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 TANDEM; 16;  6; 12;DOBLE TANK; 1-ENE-08;;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;12;DIRECCION Y NEGOCIOS; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 TRIPLE; 19;  4; 17;DOBLE TANK; 1-ENE-04;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;13;ESTE (PASTELERIAS); 1-ENE-04; 7-OCT-14;ANSUL          ;R-102; 10;  3;  6;LT-30; 1-ENE-03;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;14;ESTE; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 TRIPLE; 26;  6; 18;DOBEL TANK; 1-ENE-04;063282;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;15;OESTE; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 TRIPLE; 25;  6; 19;DOBEL TANK; 1-ENE-04;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;16;BE BISTRO; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102; 10;  3;  8;LT-30; 1-ENE-03;57652;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;17;ALTAMIRA - GUARDERIA; 1-ENE-04; 7-OCT-14;ANSUL          ;R-102 DOBLE; 14;  5; 11;DOBLE TANK; 1-ENE-04;57652;
FD/SF-14-04-004;0031028;NOVOTEL MADRID SANCHINARRO;1;CAMPANA PARED 3 MTS;         ;26-JUN-16;ANSUL          ;R-102;  9;  3;  6;LT-30;         ;;
FD/SF-14-04-005;0031002;HOTEL NOVOTEL CAMPO DE LAS NACIONES;1;COCINA CENTRAL ;         ;16-JUN-16;ANSUL          ;R-102 TANDEM; 15;  3; 13;;         ;;
FD/SF-14-04-005;0031002;HOTEL NOVOTEL CAMPO DE LAS NACIONES;2;COCINA ESPECTACULOS;         ;16-JUN-16;ANSUL          ;R-102 TANDEM; 14;  4; 11;;         ;;
FD/SF-14-04-006;0031008;PULLMAN MADRID AIRPORT & FERIA;1;COCINA CENTRAL;         ;16-JUN-16;ANSUL          ;R-102 TRIPLE; 24;  5; 18;;         ;;
FD/SF-15-06-001;1375010;IESE;1;CAMPANA;         ;24-AGO-16;SF/A 300       ;TANDEM; 19;  0; 13;;         ;;
FD/SF-19-07-014;4840001;R-102 CENTRAL NUCLEAR COFRENTES;1;CAMPANA PARED;         ; 1-MAR-20;SF/A 300       ;;  0;  0;  0;;         ;;
FD/SF-19-07-014;4840001;R-102 CENTRAL NUCLEAR COFRENTES;2;CAMPANA SHOW COOKING;         ; 1-MAR-20;SF/A 300       ;;  0;  0;  0;;         ;;
JF/SF-17-06-001;4647;HOTEL HILTON GIRONA DOUBLE TREE;1;CAMPANA;         ;28-AGO-22;SF/A 300       ;; 11;  2;  9;LT-30; 1-SEP-10;S-008117;
JF/SF-17-06-003;4651001;FIVE GUYS - C.C. PARQUESUR;1;MAIN KITCHEN; 5-JUL-17;24-FEB-19;ANSUL          ;; 23;  6; 18;DOBLE TANK; 1-ABR-16;S-04065481;
JF/SF-17-10-001;4650003;FIVE GUYS - C.C. LA GAVIA;1;CAMPANA PARED;23-NOV-17;15-MAY-19;SF/A 300       ;TRIPLE; 22;  6; 18;DOBLE TANK; 1-NOV-16;S-11490;
JF/SV-13-02-004;4142;REST. EL FILANDON;1;CAMPANA TECHO FILTRANTE; 5-AGO-11;16-JUN-22;SF/P 600       ;TANDEM 450; 32;  3; 22;;         ;;
JF/SV-13-02-004;4142;REST. EL FILANDON;2;CAMPANA PARRILLAS; 5-AGO-11;16-JUN-22;SF/P 600       ;TANDEM 450; 32;  5; 32;;         ;;
JF/SV-13-02-004;4142;REST. EL FILANDON;3;CAMPANA FREIDORAS; 5-AGO-11;16-JUN-22;SF/P 260       ;;  9;  2;  7;;         ;;
JF/SV-13-02-004;4142;REST. EL FILANDON;4;CAMPANA PARED APOYO; 5-AGO-11;16-JUN-22;SF/P 450       ;; 12;  3; 11;;         ;;
JJ-SF-0811005;3588;REST. XAREL.LO;1;CAMPANA PARED; 1-DIC-08;         ;SF/A 300       ;; 10;  3;  6;; 1-NOV-07;005967;
JJ-SF-0904005;2216004;HOTEL GRAN PALAS PINEDA ;4;CAMPANA ESPECIAL;27-ABR-10;         ;SF/A 300       ;;  0;  0;  0;;         ;;
JM/SF-17-06-004;4651;FIVE GUYS - Gran V°a, 44 ;1;COCINA; 6-JUL-17;23-FEB-19;ANSUL          ;; 23;  7; 18;DOBLE TANK; 1-FEB-16;S-4044260;
JO-SF-1002001;3883;REST. LOS PALOMARES (HOTEL LA TORRE);1;CAMPANA PARRILLA;23-MAR-10;         ;SF/A 300       ;;  0;  2;  0;;         ;;
JO-SF-1002001;3883;REST. LOS PALOMARES (HOTEL LA TORRE);2;CAMPANA CENTRAL;23-MAR-10;         ;SF/A 300       ;TANDEM;  0;  8;  0;;         ;;
JO/SF-11-01-001;4574;REST. ROBERS;1;2 CAMP. CENTRAL +1 CAMP. PARED;25-ENE-11;30-DIC-22;SF/P 600       ;; 16;  3; 13;;         ;;
