NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;
MTO/BKQ-55;0023060;B.K.18559 -  TORRENT;1;CAM. BROILER + CAM. FREIDORAS;; 3-MAY-22;liquido azul he; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-550;0023570;B.K.15709 - OLIAS DEL REY;1;CAMP.FREIDORAS Y CAMP. BROILER;2008; 1-SEP-28;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-551;0023571;B.K.18757 - ILLESCAS;1;CAMPANA FREIDORAS;2012; 1-SEP-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-551;0023571;B.K.18757 - ILLESCAS;2;CAMPANA BROILER;2012; 1-SEP-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-552;0023572;B.K.28706 - CESAR AUGUSTO - ZARAGOZA;1;CAMP.FREIDORAS Y CAMP.BROILER;2021; 1-DIC-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-553;0023573;B.K.14107 - PLAYA BLANCA;1;CAMPANA FREIDORAS             ;2001                ; 1-ABR-22;L1117; 1-DIC-11;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-553;0023573;B.K.14107 - PLAYA BLANCA;2;CAMPANA BROILER               ;2001                ; 1-ABR-22;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-554;0023574;B.K.12700 - PUERTO DEL CARMEN;1;CAMPANA FREIDORAS             ;                    ; 1-JUN-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-554;0023574;B.K.12700 - PUERTO DEL CARMEN;2;CAMPANA BROILER               ;                    ; 1-JUN-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-555;0023575;B.K.11819 - DEILAND;1;CAMPANA FREIDORAS             ;2004; 1-JUN-24;L-3118; 1-DIC-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-555;0023575;B.K.11819 - DEILAND;2;CAMPANA BROILER               ;2004; 1-JUN-24;L-3118; 1-DIC-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-556;0023576;B.K.15599 - PUERTO DEL ROSARIO;1;CAMPANA FREIDORA Y BROILER    ;2006; 1-SEP-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-557;0023;BURGER KING SPAIN;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-FEB-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-558;0023579;B.K.29629 - LA RINCONADA;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-FEB-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-559;0023577;B.K.29191 - MASPALOMAS;1;CAMP.FREIDORAS Y CAMP BROILER;2022; 1-FEB-32;LIQUIDO AZUL HE; 1-FEB-22;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-56;0023063;B.K.18526 - SAN JUAN * ALICANTE;1;CAMP.BROILER + CAMP.FREIDORAS;2012; 1-JUN-22;L-1074; 1-AGO-11;
;;;;;2012; 1-JUN-22;L-1074; 1-AGO-11;
;;;;;;         ;;         ;
MTO/BKQ-560;0023580;B.K.29420 - EL ESPARRAGAL;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-FEB-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-561;0023584;B.K.29631 - CULLEREDO;1;CAMP.FREIDORAS Y CAMP.BROILER;2022; 1-ABR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-562;0023583;B.K.29742 - OSUNA;1;CAMP.FREIDOREAS Y CAMP.BROILER;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-563;0023582;B.K.29467 - VILLALBILLA;1;CAMP.FREIDORAS Y CAMP.BROILER;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-564;0023585;B.K.29108 - LA LINEA DE LA CONCEPCION;1;CAMP.FREIDORAS Y CAMP.BROILER;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-565;0023586;B.K.30041 - JEREZ PUERTA DEL SUR;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-MAY-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-566;0023587;B.K.29114 - ALMANSA;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-ABR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-567;0023581;BK 28703 - OCEANOS;1;CAMP.FREIDORAS + CAMP. BROILER;2022; 1-MAY-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-568;0023588;B.K.30069 - MANDARACHE;1;CAMP.FREIDORAS Y CAMP.BROILER;2022; 1-MAY-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-569;0023589;B.K.29824 - GALAPAGAR;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-MAY-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-57;0023059;B.K.18527 - BARCELONA * ARAGO;1;CAMP. FREIDORAS + CAM. BROILER;2012; 1-JUN-22;L-2026; 1-MAR-12;
;;;;;2012; 1-JUN-22;L-2026; 1-MAR-12;
;;;;;;         ;;         ;
MTO/BKQ-570;0023590;B.K.30099 - ELCHE ESTACION;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-MAY-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-571;0023591;B.K.30136 - PABLO NERUDA;1;CAMP.FREIDORAS Y CAMP. BROILER;2022; 1-JUN-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-58;0023065;B.K.14901 - VALENCIA X * Pso. ALAMEDA;1;CAMPANA FREIDORAS (4);; 1-JUL-24;L-3118; 1-DIC-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-58;0023065;B.K.14901 - VALENCIA X * Pso. ALAMEDA;2;CAMPANA BROILER;; 1-JUL-24;L-3096; 1-OCT-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-59;0023068;B.K.18938 - ORIHUELA * LA ZENIA;1;CAMP.FREIDORAS + CAMP.BROILER;2012; 1-SEP-22;;         ;
;;;;;2012; 1-SEP-22;;         ;
;;;;;;         ;;         ;
MTO/BKQ-60;0023066;B.K.18839 - CASTELLON III * Av.VILLARREA;1;CAMP. FREIDORAS + CAMP.BROILER;2012;20-NOV-22;;         ;
;;;;;2012;20-NOV-22;;         ;
;;;;;;         ;;         ;
MTO/BKQ-61;0023069;B.K.18841 - BARCELONA * JOAN BORBO;;CAMP.FREIDORAS + CAMP.BROILER;2012; 1-NOV-22;;         ;
;;;;;2012; 1-NOV-22;;         ;
;;;;;;         ;;         ;
MTO/BKQ-62;0023062;B.K.18838 - VALENCIA XI * PESET ALEIXAND;1;CAMP. FREIDORAS + CAMP.BROILER;2004; 1-ABR-25;L-4126; 1-DIC-14;
;;;;;2004; 1-ABR-25;L-4126; 1-DIC-14;
;;;;;;         ;;         ;
MTO/BKQ-63;0023075;B.K.19426 - SANTA POLA * ALICANTE;1;CAMP.FREIDORAS Y CAMP. BROILER;2013; 1-JUN-23;L-2103; 1-NOV-12;
;;;;;2013; 1-JUN-23;L-2103; 1-NOV-12;
;;;;;;         ;;         ;
MTO/BKQ-64;0023084;B.K.19727 -  PATERNA;1;CAMP.FREIDORA + CAMP.BROILER;2013; 1-SEP-23;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-65;0023089;B.K.19428 - GRANOLLERS;1;CAMP. FREIDORAS + CAMP.BROILER;2013; 1-SEP-23;L-3027; 1-MAR-13;
;;;;;2013; 1-SEP-23;L-3027; 1-MAR-13;
;;;;;;         ;;         ;
MTO/BKQ-66;0023102;B.K.7605 - MADRID * CC.GRAN V. HORTALEZA;1;CAMP.FREIDORAS Y CAMP.BROILER;2009; 1-JUL-19;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-68;0023081;B.K.13680 - MANRESA;1;CAMP FREIDORAS Y CAMP BROILER;2014; 1-NOV-24;L-4071; 1-JUL-14;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-69;0023087;B.K.14252 - MATARO;1;CAMP.FREIDORAS Y CAMP BROILER;2005; 1-JUN-25;;         ;
;;;;;2005; 1-JUN-25;;         ;
;;;;;;         ;;         ;
MTO/BKQ-70;0023078;B.K.11194 - SANT CUGAT;1;CAMP FREIDORAS Y CAMP BROILER;2014; 1-NOV-24;L-4071; 1-JUL-14;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-71;0023080;B.K.13682 - TERRASSA 2 FS;1;CAMP.FREIDORAS Y CAMP.BROILER;2015; 1-MAR-25;;         ;
;;;;;2015; 1-MAR-25;;         ;
;;;;;;         ;;         ;
MTO/BKQ-72;0023108;B.K.17492 - VILAFRANCA DEL PENEDES;1;CAMP. FREIDORAS y CAMP.BROILER;2010; 1-MAR-20;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-73;0023082;B.K.13998 - BLANES;1;CAMP. FREIDORAS + CAMP.BROILER;2015; 1-MAY-25;L-4126; 1-DIC-14;
;;;;;2015; 1-MAY-25;L-4126; 1-DIC-14;
;;;;;;         ;;         ;
MTO/BKQ-74;0023076;B.K.13023 - GIRONA;1;CAMPANA FREIDORAS;2016; 1-MAY-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-74;0023076;B.K.13023 - GIRONA;2;CAMPANA BROILER;2016; 1-MAY-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-75;0023112;B.K.9090 - BARCELONA * CC GLORIES;1;CAMPANA FREIDORAS;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-75;0023112;B.K.9090 - BARCELONA * CC GLORIES;2;CAMPANA BROILER;; 1-MAR-27;L-6893; 1-AGO-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-76;0023088;B.K.14932 - BARCELONA - L'ILLA DIAGONAL ;1;CAMP. FREIDORAS + CAMP.BROILER;2014; 1-MAY-24;L-4126; 1-DIC-14;
;;;;;2014; 1-MAY-24;L-4126; 1-DIC-14;
;;;;;;         ;;         ;
MTO/BKQ-77;0023077;B.K.13024 - CABRERA DE MAR;1;CAMP. FREIDORAS Y CAMP.BROILER;2017; 1-AGO-27;LIQUIDO AZUL HE; 1-MAY-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-78;0023090;B.K.16415 - MADRID- MENDEZ ALVARO;1;CAMPANA FRANKE;2007; 1-JUN-29;LIQUIDO AZUL HE; 1-MAY-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-79;0023555;B.K.29190 - LA FARGA ;1;CAMP. FREIDORAS Y CAMP.BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-80;0023109;B.K.16474 - CUNIT;1;CAMP. FREIDORAS + CAMP.BROILER;2008; 1-JUN-28;LIQUIDO AZUL HE; 1-MAY-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-81;0023083;B.K.13367 - COMARRUGA (EL VENDRELL);1;CAMPANA FREIDORAS;2015; 1-DIC-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-81;0023083;B.K.13367 - COMARRUGA (EL VENDRELL);2;CAMPANA BROILER;2015; 1-DIC-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-82;0023079;B.K.13678 - LES GAVARRES TARRAGONA;1;CAMPANA FREIDORAS;2015; 1-JUN-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-82;0023079;B.K.13678 - LES GAVARRES TARRAGONA;2;CAMPANA BROILER;215; 1-JUN-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-83;0023096;B.K.15258 - MONTECARMELO;1;CAMPANA FREIDORAS;2003; 1-JUL-13;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-83;0023096;B.K.15258 - MONTECARMELO;2;CAMPANA BROILER;2007; 1-JUL-17;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-84;0023106;B.K.14412 - ALCORCON * TRES AGUAS;1;CAMPANA FREIDORAS;2001; 1-FEB-21;agente cambiado en; 1-FEB-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-84;0023106;B.K.14412 - ALCORCON * TRES AGUAS;2;CAMPANA BROILER;2001; 1-FEB-21;agente cambiado en; 1-FEB-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-85;0023094;B.K.14575 - TRES CANTOS;1;CAMPANA FREIDORAS;INOX-2001; 1-JUL-11;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-85;0023094;B.K.14575 - TRES CANTOS;2;CAMPANA BROILER;2001; 1-JUL-11;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-86;0023097;B.K.16445 - MADRID * ISLA AZUL;1;CAMP.FREIDORAS Y CAMP.BROILER;2008; 1-OCT-28;LIQUIDO AZUL HE; 1-SEP-18;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-87;0023093;B.K.13025 - COSLADA;1;CAMPANA FREIDORAS;INOX-2010; 1-JUL-20;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-87;0023093;B.K.13025 - COSLADA;2;CAMPANA BROILER;2010; 1-JUL-20;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-88;0023111;B.K.16446 - MADRID * C.C. LA GAVIA;1;CAMAPANA FREIDORAS;2008; 1-JUL-18;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-88;0023111;B.K.16446 - MADRID * C.C. LA GAVIA;2;CAMPANA BROILER;2008; 1-JUL-18;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-89;0023095;B.K.15077 - PRINCIPE PIO;1;CAMPANA FREIDORAS;2003; 1-JUL-13;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-89;0023095;B.K.15077 - PRINCIPE PIO;2;CAMPANA BROILER;2003; 1-JUL-13;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-90;0023105;B.K.13679 - EL ESCORIAL;1;CAM. FREIDORAS Y CAMP. BROILER;2015; 1-JUL-25;;         ;
;;;;;2015; 1-JUL-25;;         ;
;;;;;;         ;;         ;
MTO/BKQ-91;0023092;B.K.12455 - ALCOBENDAS;1;CAMPANA FREIDORAS;2015; 1-MAY-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-91;0023092;B.K.12455 - ALCOBENDAS;2;CAMPANA BROILER;2015; 1-MAY-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-92;0023091;B.K.7207 - MADRID * BRAVO MURILLO;1;CAMP.FREIDORAS + CAMP. BORILER;2014; 1-JUN-24;L-3118; 1-DIC-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-93;0023107;B.K.15230 - PINTO;1;CAMPANA FREIDORAS;2015; 1-OCT-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-93;0023107;B.K.15230 - PINTO;2;CAMPANA BROILER;2015; 1-OCT-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-94;0023099;B.K.18262 - MADRID *  BP CTRA. DE TOLEDO;1;CAMPANA FREIDORAS;2011; 1-SEP-21;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-94;0023099;B.K.18262 - MADRID *  BP CTRA. DE TOLEDO;2;CAMPANA BROILER;2011; 1-SEP-21;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-95;0023100;B.K.7040 - MADRID * OCA;1;CAMPANA FREIDORAS;2001; 1-AGO-21;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-95;0023100;B.K.7040 - MADRID * OCA;2;CAMPANA BROILER;2001; 1-AGO-21;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-96;0023104;B.K.12390 - ALCORCON;1;CAMPANA FREIDORAS;2015; 1-ABR-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-96;0023104;B.K.12390 - ALCORCON;2;CAMPANA BROILER;2015; 1-ABR-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-97;0023098;B.K.17626 - ECI ARROYO SUR;1;CAMPANA FREIDORAS;2004; 1-SEP-19;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-97;0023098;B.K.17626 - ECI ARROYO SUR;2;CAMPANA BROILER;2004; 1-SEP-19;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-98;0023101;B.K.7135 - MOSTOLES PRADILLO;1;CAMPANA FREIDORAS;2016; 1-ENE-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-98;0023101;B.K.7135 - MOSTOLES PRADILLO;2;CAMPANA BROILER;2016; 1-ENE-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-99;0023103;B.K.8129 - MADRID * VAGUADA;1;CAMPANA FREIDORAS;; 1-NOV-25;; 1-NOV-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-99;0023103;B.K.8129 - MADRID * VAGUADA;2;CAMPANA BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BQK-150;0023167;B.K. 18525 - CC LA GARENA;1;CAMPANA FREIDORA;; 1-FEB-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BQK-150;0023167;B.K. 18525 - CC LA GARENA;2;CAMPANA BROILER;; 1-FEB-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BQK-441;0023463;B.K.24231 - VICµLVARO;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-MAR-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BQK-67;0023086;B.K.14413 - HOSPITALET * GRAN VIA 2;1;CAMP. FREIDORAS Y CAMP.BROILER;2002; 1-MAR-25;L-5043; 1-JUN-15;
;;;;;2012; 1-MAR-25;L-5058; 1-JUN-15;
;;;;;;         ;;         ;
MTO/CERRADO;0023061;B.K.14900 - VILLARREAL;1;CAMPANA FREIDORAS (3)         ;ANSUL               ; 1-NOV-14;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/CERRADO;0023061;B.K.14900 - VILLARREAL;2;CAMPANA BROILER               ;                    ; 1-NOV-14;247244 DE OCT.03    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-009;4869009;POPEYES CIENCIAS  - PO 13541;1;CAMPANA FREIDORAS;2020; 1-AGO-30;LIQUIDO AZUL HE; 1-AGO-20;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-011;4869011;POPEYES PARQUE MEDITERRANEO - PO 13696;1;CAMPANA PARED;2021; 1-FEB-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-012;4869012;POPEYES JOSê SARAMAGO - PO 13734;1;CAMPANA;2021; 1-ABR-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-013;4869015;POPEYES MURCIA SANGONERA - PO 13674;1;CAMPANA FREIDORAS;2021; 1-ABR-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-014;4869016;POPEYES TORRENTE - PO 13768;1;CAMPANA FREIDORAS;2021; 1-MAY-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-015;4869013;POPEYES VALENCIA PLAZA AYTO/marquÇs sote;1;CAMPANA PARED;; 1-MAY-27;LIQUIDO AZUL HE; 1-MAY-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-016;4869014;POPEYES ALFAFAR;1;CAMPANA PARED;; 1-JUL-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-018;4869018;POPEYES ALCAMPO GRANADA - PO 14029;1;CAMPANA PARED;2021; 1-AGO-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-019;4869019;POPEYES JUSTICIA - PO 13884;1;CAMPANA PARED;2021; 1-JUL-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-020;4869020;POPEYES ALCORA PLAZA - PO 13986;1;CAMPANA PARED;2021; 1-JUL-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-021;4869021;POPEYES LIBRE ENSE•ANZA - PO 0378;1;CAMPANA PARED + CAMPANA PARED;2021; 1-SEP-31;LIQUIDO AZUL HE; 1-SEP-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-022;4869022;POPEYES BOADILLA MONTE AMOR - PO 14006;1;CAMPANA PARED;2021; 1-SEP-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-023;4869023;POPEYES NEVADA - PO 14037;1;CAMPANA PARED;2021; 1-SEP-31;LIQUIDO AZUL HE; 1-SEP-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-024;4869024;POPEYES VIGO-VIALIA - PO 0380;S;CAMPANA PARED;2021; 1-OCT-31;LIQUIDO AZUL HE; 1-SEP-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-025;4869026;POPEYES XANADU - PO 14038;1;CAMPANA PARED;2021; 1-SEP-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-026;4869027;POPEYES BONAIRE VALENCIA - PO 14125;1;CAMPANA PARED;2021; 1-DIC-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-026;4869027;POPEYES BONAIRE VALENCIA - PO 14125;2;CAMPANA FREIDORA;2022; 1-DIC-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-027;4869025;POPEYES REUS FS;1;CAMPANA PARED;2021; 1-OCT-31;LIQUIDO AZUL HE; 1-OCT-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-028;4869028;POPEYES COLLADO VILLALBA - PO 14060;1;CAMPANA PARED;2021; 1-OCT-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-029;4869029;POPEYES ALBACETE MOLINICOS;1;CAMPANA PARED;2021; 1-OCT-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-030;4869030;POPEYES PARQUE RIVAS - MADRID - PO 111;1;CAMPANA PARED;2021; 1-NOV-31;LIQUIDO AZUL HE; 1-DIC-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-031;4869031;POPEYES DOS MARES;1;CAMPANA PARED;2021; 1-DIC-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-032;4869032;POPEYES PARQUESUR FS;1;CAMPANA PARED;2021; 1-NOV-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-034;4869034;POPEYES - NASSICA  PO ;1;CAMPANA PARED;2022; 1-FEB-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-035;4869035;POPEYES MOSTOLES ALFONSO XII - PO 14217;1;CAMPANA PARED;2022; 1-FEB-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-038;4869038;POPEYES - JOSEP TARRADELLAS - PO 14227;1;CAMPANA PARED;2022; 1-FEB-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-039;4869039;POPEYES LA GARENA (TGB);1;CAMPANA PARED;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-040;4869040;POPEYES GANDIA CARREFOUR;1;CAMPANA PARED;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-041;4869041;POPEYES PLAZA CASTILLA (TGB);1;CAMPANA PARED;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-042;4869042;POPEYES PARLA CERRO DEL RUBAL - PO 14236;1;CAMPANAS FREIDORAS;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-043;4869042;POPEYES PARLA CERRO DEL RUBAL - PO 14236;1;CAMP.FREIDORAS + FREIDORA;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-044;4869044;POPEYES TORREJON (TGB) - PO 14242;2;CAMPANA PLANCHA;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-044;4869043;POPEYES - PUERTO VENECIA;1;CAMPANA FREIDORAS;2022; 1-ABR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-046;4869046;POPEYE'S RONDA SANT PERE;1;2 CAMP FREIDORA Y CAMP PLANCHA;2022; 1-JUN-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-047;4869047;POPEYES ALZIRA;1;2 CAM. FREIDOREAS Y CAM PLANCH;2022; 1-JUN-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-048;4869048;POPEYES SAGUNTO;1;2 CAMP FREIDORA Y CAMP PLANCHA;2022; 1-JUN-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-049;4869049;POPEYES RAMOS SIERRA - PO 28565;1;2 CAMP. FREIDORAS Y CAMP PLANC;2022; 1-JUN-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/POP-050;4869050;POPEYES XATIVA;1;2 CAMP FREIDORAS Y CAMP PLANCH;2022; 1-JUN-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MZ/SF-12-06-001;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 3,5X2 m;0709780 FE.20/10/09; 1-MAR-21;PRODUCTO NUEVO S.F.;10-MAR-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
NA-SF-0601025;2294008;ALBERG MOSSEN ANTONI BATLLE;1;CAMPANA CENTRAL;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
